flood_id,timestamp,street,district,lat,lng,depth_cm,duration_min,flood_level,traffic_impact,rainfall_trigger_mm,source,verified,severity_score,hour_timestamp
FLD00370,2024-03-06T13:28:47.000Z,Hau Giang,Quan 6,10.745392,106.641277,25.4,120,moderate,slow,57.0,IoT_sensor,true,53.78,2024-03-06T13:00:00.000Z
FLD00762,2024-03-07T12:04:09.000Z,To Ky,Quan 12,10.864949,106.63037,13.6,60,light,clear,18.5,IoT_sensor,true,27.52,2024-03-07T12:00:00.000Z
FLD00617,2024-03-07T14:21:54.000Z,Lam Van Ben,Quan 7,10.719148,106.686016,19.8,60,moderate,slow,27.6,IoT_sensor,true,31.86,2024-03-07T14:00:00.000Z
FLD00311,2024-03-07T17:17:15.000Z,Pham Van Dong,Binh Thanh,10.819218,106.703582,27.0,120,moderate,slow,50.4,user_report,true,54.9,2024-03-07T17:00:00.000Z
FLD00903,2024-03-08T06:36:31.000Z,Ma Lo,Binh Tan,10.76326,106.614099,11.8,60,light,clear,23.5,IoT_sensor,true,26.259999999999998,2024-03-08T06:00:00.000Z
FLD00255,2024-03-08T18:43:01.000Z,Pham The Hien,Quan 8,10.726697,106.681658,9.2,240,light,clear,16.9,user_report,true,78.44,2024-03-08T18:00:00.000Z
FLD02128,2024-03-09T22:15:00.000Z,No Trang Long,Binh Thanh,10.815628,106.698631,61.6,90,severe,blocked,61.5,monitoring_station,true,70.12,2024-03-09T22:00:00.000Z
FLD00705,2024-03-10T06:54:14.000Z,To Ky,Quan 12,10.868319,106.632408,31.6,180,severe,blocked,40.5,user_report,true,76.12,2024-03-10T06:00:00.000Z
FLD01289,2024-03-10T07:05:44.000Z,CMT8,Quan 3,10.779905,106.681054,6.4,30,light,clear,15.9,IoT_sensor,true,13.48,2024-03-10T07:00:00.000Z
FLD00491,2024-03-10T11:28:52.000Z,Huynh Tan Phat,Quan 7,10.728543,106.72172,5.0,120,light,clear,4.1,user_report,true,39.5,2024-03-10T11:00:00.000Z
FLD00239,2024-03-10T13:39:40.000Z,Nguyen Van Qua,Quan 12,10.855125,106.660637,11.7,30,light,clear,24.7,traffic_camera,true,17.189999999999998,2024-03-10T13:00:00.000Z
FLD00837,2024-03-11T09:03:10.000Z,Nguyen Huu Canh,Binh Thanh,10.789846,106.72153,5.0,30,light,clear,4.4,IoT_sensor,true,12.5,2024-03-11T09:00:00.000Z
FLD01366,2024-03-11T21:06:16.000Z,Quang Trung,Go Vap,10.836809,106.66308,10.5,90,light,clear,26.2,monitoring_station,true,34.35,2024-03-11T21:00:00.000Z
FLD02229,2024-03-11T21:49:15.000Z,Quang Trung,Go Vap,10.83617,106.663405,5.0,90,light,clear,9.8,user_report,true,30.5,2024-03-11T21:00:00.000Z
FLD00417,2024-03-12T05:44:53.000Z,Kha Van Can,Thu Duc,10.851303,106.755505,11.5,60,light,clear,10.9,IoT_sensor,true,26.049999999999997,2024-03-12T05:00:00.000Z
FLD02201,2024-03-12T09:09:28.000Z,Nguyen Van Khoi,Go Vap,10.828014,106.694605,50.5,30,severe,blocked,57.1,user_report,true,44.349999999999994,2024-03-12T09:00:00.000Z
FLD00688,2024-03-13T17:20:23.000Z,Nguyen Huu Canh,Binh Thanh,10.787944,106.719677,10.5,90,light,clear,10.8,monitoring_station,true,34.35,2024-03-13T17:00:00.000Z
FLD00014,2024-03-13T17:24:12.000Z,Thoai Ngoc Hau,Tan Phu,10.784666,106.628476,15.5,90,moderate,slow,14.6,user_report,true,37.85,2024-03-13T17:00:00.000Z
FLD01591,2024-03-14T01:00:31.000Z,Tran Xuan Soan,Quan 7,10.751339,106.699044,20.1,90,moderate,slow,45.6,user_report,true,41.07,2024-03-14T01:00:00.000Z
FLD01792,2024-03-14T03:05:39.000Z,Da Nam,Quan 8,10.742342,106.674984,13.1,120,light,clear,14.9,IoT_sensor,true,45.17,2024-03-14T03:00:00.000Z
FLD00068,2024-03-14T11:23:42.000Z,Nguyen Van Qua,Quan 12,10.854712,106.663116,51.1,120,severe,blocked,104.5,IoT_sensor,true,71.77,2024-03-14T11:00:00.000Z
FLD00998,2024-03-14T18:52:28.000Z,Le Thi Rieng,Quan 12,10.862494,106.647624,20.1,90,moderate,slow,44.3,user_report,true,41.07,2024-03-14T18:00:00.000Z
FLD00536,2024-03-14T21:39:58.000Z,Binh Long,Tan Phu,10.799145,106.615109,15.2,90,moderate,slow,29.3,IoT_sensor,true,37.64,2024-03-14T21:00:00.000Z
FLD00399,2024-03-15T13:23:47.000Z,To Ky,Quan 12,10.867716,106.630812,41.2,60,severe,blocked,87.5,user_report,true,46.84,2024-03-15T13:00:00.000Z
FLD01128,2024-03-16T11:21:50.000Z,Nguyen Huu Canh,Binh Thanh,10.787951,106.722662,16.6,30,moderate,slow,23.2,IoT_sensor,true,20.62,2024-03-16T11:00:00.000Z
FLD01215,2024-03-17T01:54:30.000Z,Nguyen Van Khoi,Go Vap,10.830175,106.694139,14.6,30,light,clear,27.0,monitoring_station,true,19.22,2024-03-17T01:00:00.000Z
FLD00682,2024-03-17T03:53:17.000Z,Nguyen Thi Thap,Quan 7,10.74128,106.714257,9.3,30,light,clear,10.5,traffic_camera,true,15.51,2024-03-17T03:00:00.000Z
FLD01158,2024-03-17T05:57:46.000Z,Tran Xuan Soan,Quan 7,10.749946,106.699639,5.0,60,light,clear,9.2,IoT_sensor,true,21.5,2024-03-17T05:00:00.000Z
FLD01153,2024-03-17T15:37:29.000Z,Le Van Luong,Quan 7,10.736957,106.703587,25.3,60,moderate,slow,20.9,user_report,true,35.71,2024-03-17T15:00:00.000Z
FLD00113,2024-03-17T19:25:13.000Z,Kinh Duong Vuong,Quan 6,10.742209,106.616212,15.6,90,moderate,slow,37.7,user_report,true,37.92,2024-03-17T19:00:00.000Z
FLD01917,2024-03-18T04:19:20.000Z,Da Nam,Quan 8,10.741983,106.672774,19.9,60,moderate,slow,27.5,IoT_sensor,true,31.93,2024-03-18T04:00:00.000Z
FLD00479,2024-03-18T06:24:22.000Z,Nguyen Thi Thap,Quan 7,10.742692,106.714534,5.2,60,light,clear,9.7,traffic_camera,true,21.64,2024-03-18T06:00:00.000Z
FLD01056,2024-03-18T12:35:08.000Z,Le Dinh Can,Binh Tan,10.767392,106.594793,18.8,90,moderate,slow,33.3,user_report,true,40.16,2024-03-18T12:00:00.000Z
FLD00814,2024-03-18T13:08:14.000Z,Kinh Duong Vuong,Quan 6,10.742607,106.615205,11.7,90,light,clear,28.6,IoT_sensor,true,35.19,2024-03-18T13:00:00.000Z
FLD01422,2024-03-19T09:16:48.000Z,Hau Giang,Quan 6,10.745087,106.640043,5.2,90,light,clear,10.0,traffic_camera,true,30.64,2024-03-19T09:00:00.000Z
FLD01497,2024-03-19T10:15:29.000Z,Ta Quang Buu,Quan 8,10.745524,106.666298,5.0,60,light,clear,7.9,user_report,true,21.5,2024-03-19T10:00:00.000Z
FLD00522,2024-03-19T21:18:18.000Z,Nguyen Trai,Quan 5,10.7566,106.665603,21.4,60,moderate,slow,31.7,user_report,true,32.98,2024-03-19T21:00:00.000Z
FLD02381,2024-03-21T02:29:36.000Z,Kinh Duong Vuong,Quan 6,10.742048,106.614525,28.4,30,moderate,slow,63.1,IoT_sensor,true,28.88,2024-03-21T02:00:00.000Z
FLD01325,2024-03-21T09:38:28.000Z,Vo Van Kiet,Quan 1,10.763833,106.699654,23.8,60,moderate,slow,49.3,IoT_sensor,true,34.66,2024-03-21T09:00:00.000Z
FLD02365,2024-03-21T20:25:04.000Z,Linh Dong,Thu Duc,10.862726,106.766031,14.1,60,light,clear,22.6,monitoring_station,true,27.869999999999997,2024-03-21T20:00:00.000Z
FLD01015,2024-03-22T16:16:17.000Z,Ung Van Khiem,Binh Thanh,10.811263,106.709083,15.3,30,moderate,slow,25.1,user_report,true,19.71,2024-03-22T16:00:00.000Z
FLD01580,2024-03-23T02:54:46.000Z,Pham The Hien,Quan 8,10.729392,106.681557,5.0,60,light,clear,12.1,monitoring_station,true,21.5,2024-03-23T02:00:00.000Z
FLD02058,2024-03-23T16:58:17.000Z,An Duong Vuong,Quan 6,10.756364,106.646136,14.6,30,light,clear,27.4,IoT_sensor,true,19.22,2024-03-23T16:00:00.000Z
FLD01261,2024-03-23T20:11:14.000Z,Phan Huy Ich,Go Vap,10.828087,106.67235,5.0,240,light,clear,7.6,IoT_sensor,true,75.5,2024-03-23T20:00:00.000Z
FLD02218,2024-03-24T20:45:45.000Z,Ba Thang Hai,Quan 10,10.776105,106.671854,10.6,90,light,clear,20.9,IoT_sensor,true,34.42,2024-03-24T20:00:00.000Z
FLD00378,2024-03-26T11:34:43.000Z,Do Xuan Hop,Thu Duc,10.834838,106.782594,38.3,30,severe,blocked,72.8,user_report,true,35.809999999999995,2024-03-26T11:00:00.000Z
FLD01223,2024-03-27T12:32:35.000Z,Hau Giang,Quan 6,10.747912,106.64018,6.2,90,light,clear,14.3,IoT_sensor,true,31.34,2024-03-27T12:00:00.000Z
FLD01952,2024-03-28T11:24:38.000Z,Pham Van Dong,Binh Thanh,10.818619,106.703891,19.9,30,moderate,slow,42.8,user_report,true,22.93,2024-03-28T11:00:00.000Z
FLD00768,2024-03-29T11:13:47.000Z,Huynh Tan Phat,Quan 7,10.729459,106.723499,26.9,60,moderate,slow,49.1,user_report,true,36.83,2024-03-29T11:00:00.000Z
FLD00344,2024-03-29T14:38:21.000Z,Huynh Tan Phat,Quan 7,10.72669,106.720834,41.5,180,severe,blocked,101.3,monitoring_station,true,83.05,2024-03-29T14:00:00.000Z
FLD00259,2024-03-29T18:29:11.000Z,Lam Van Ben,Quan 7,10.718822,106.684007,11.9,30,light,clear,21.1,IoT_sensor,true,17.33,2024-03-29T18:00:00.000Z
FLD00468,2024-03-29T23:16:39.000Z,Ung Van Khiem,Binh Thanh,10.811427,106.710297,23.8,30,moderate,slow,27.2,IoT_sensor,true,25.66,2024-03-29T23:00:00.000Z
FLD01132,2024-03-30T02:06:01.000Z,Quang Trung,Go Vap,10.837219,106.664386,14.4,30,light,clear,34.7,IoT_sensor,true,19.08,2024-03-30T02:00:00.000Z
FLD01248,2024-03-30T12:23:33.000Z,Hoa Binh,Tan Phu,10.804255,106.623529,7.0,30,light,clear,14.4,monitoring_station,true,13.899999999999999,2024-03-30T12:00:00.000Z
FLD02100,2024-03-31T04:23:32.000Z,Hau Giang,Quan 6,10.74518,106.639608,11.4,60,light,clear,10.1,monitoring_station,true,25.98,2024-03-31T04:00:00.000Z
FLD01869,2024-03-31T07:16:04.000Z,Ta Quang Buu,Quan 8,10.74555,106.665106,21.6,30,moderate,slow,43.4,user_report,true,24.119999999999997,2024-03-31T07:00:00.000Z
FLD01447,2024-03-31T19:22:28.000Z,Tran Nao,Quan 2,10.782478,106.735899,18.5,30,moderate,slow,26.4,IoT_sensor,true,21.95,2024-03-31T19:00:00.000Z
FLD01273,2024-04-01T01:49:51.000Z,Nguyen Van Khoi,Go Vap,10.828196,106.694111,5.0,30,light,clear,4.0,monitoring_station,true,12.5,2024-04-01T01:00:00.000Z
FLD00270,2024-04-01T23:35:01.000Z,Le Thi Rieng,Quan 12,10.862529,106.649813,6.6,90,light,clear,13.0,IoT_sensor,true,31.619999999999997,2024-04-01T23:00:00.000Z
FLD01356,2024-04-02T03:41:21.000Z,Huynh Tan Phat,Quan 7,10.727827,106.721093,21.6,60,moderate,slow,32.4,user_report,true,33.12,2024-04-02T03:00:00.000Z
FLD02019,2024-04-02T04:30:55.000Z,Tran Xuan Soan,Quan 7,10.75284,106.69989,41.7,60,severe,blocked,36.1,IoT_sensor,true,47.19,2024-04-02T04:00:00.000Z
FLD02237,2024-04-02T16:58:32.000Z,Ma Lo,Binh Tan,10.761526,106.613772,8.0,30,light,clear,13.2,user_report,true,14.6,2024-04-02T16:00:00.000Z
FLD00200,2024-04-02T21:53:25.000Z,Vo Van Ngan,Thu Duc,10.850987,106.772441,21.6,60,moderate,slow,27.9,user_report,true,33.12,2024-04-02T21:00:00.000Z
FLD01559,2024-04-03T05:26:24.000Z,Nguyen Huu Canh,Binh Thanh,10.789648,106.720719,10.8,30,light,clear,19.3,user_report,true,16.56,2024-04-03T05:00:00.000Z
FLD01718,2024-04-03T16:25:42.000Z,Kha Van Can,Thu Duc,10.850221,106.753392,6.3,30,light,clear,5.5,monitoring_station,true,13.41,2024-04-03T16:00:00.000Z
FLD01778,2024-04-03T18:45:35.000Z,To Ky,Quan 12,10.867357,106.63091,5.0,240,light,clear,6.1,monitoring_station,true,75.5,2024-04-03T18:00:00.000Z
FLD02010,2024-04-03T22:15:41.000Z,Le Dinh Can,Binh Tan,10.76665,106.597627,19.4,60,moderate,slow,19.7,IoT_sensor,true,31.58,2024-04-03T22:00:00.000Z
FLD01805,2024-04-04T10:09:13.000Z,Ta Quang Buu,Quan 8,10.744341,106.662783,13.3,60,light,clear,14.6,monitoring_station,true,27.310000000000002,2024-04-04T10:00:00.000Z
FLD00619,2024-04-04T18:40:19.000Z,Nguyen Thi Thap,Quan 7,10.741505,106.716951,18.6,30,moderate,slow,19.6,monitoring_station,true,22.02,2024-04-04T18:00:00.000Z
FLD00273,2024-04-05T11:07:45.000Z,Tran Nao,Quan 2,10.783925,106.734905,20.9,90,moderate,slow,38.9,monitoring_station,true,41.629999999999995,2024-04-05T11:00:00.000Z
FLD02294,2024-04-06T09:16:27.000Z,Nguyen Van Qua,Quan 12,10.85454,106.662454,13.1,30,light,clear,31.4,IoT_sensor,true,18.17,2024-04-06T09:00:00.000Z
FLD00713,2024-04-06T11:49:22.000Z,An Duong Vuong,Quan 6,10.756012,106.645264,16.8,60,moderate,slow,26.3,IoT_sensor,true,29.759999999999998,2024-04-06T11:00:00.000Z
FLD00644,2024-04-06T12:09:14.000Z,Tran Nao,Quan 2,10.785129,106.737138,18.5,30,moderate,slow,34.5,monitoring_station,true,21.95,2024-04-06T12:00:00.000Z
FLD02397,2024-04-07T02:58:01.000Z,Pham The Hien,Quan 8,10.728747,106.685487,9.9,90,light,clear,9.4,user_report,true,33.93,2024-04-07T02:00:00.000Z
FLD02198,2024-04-07T07:03:06.000Z,Nguyen Huu Canh,Binh Thanh,10.786539,106.722125,5.0,60,light,clear,10.3,traffic_camera,true,21.5,2024-04-07T07:00:00.000Z
FLD01860,2024-04-07T10:39:47.000Z,Le Thi Rieng,Quan 12,10.863297,106.649087,21.5,90,moderate,slow,38.5,IoT_sensor,true,42.05,2024-04-07T10:00:00.000Z
FLD01480,2024-04-07T14:17:02.000Z,Binh Long,Tan Phu,10.799861,106.617132,5.0,30,light,clear,12.4,monitoring_station,true,12.5,2024-04-07T14:00:00.000Z
FLD00605,2024-04-07T19:29:55.000Z,Lam Van Ben,Quan 7,10.719807,106.683908,6.2,120,light,clear,15.1,user_report,true,40.34,2024-04-07T19:00:00.000Z
FLD02029,2024-04-07T20:45:16.000Z,Pham Van Dong,Binh Thanh,10.817155,106.703219,19.8,60,moderate,slow,28.5,user_report,true,31.86,2024-04-07T20:00:00.000Z
FLD01455,2024-04-07T23:06:17.000Z,Tran Xuan Soan,Quan 7,10.74964,106.697171,10.1,30,light,clear,21.5,IoT_sensor,true,16.07,2024-04-07T23:00:00.000Z
FLD00580,2024-04-08T16:39:01.000Z,Vo Van Ngan,Thu Duc,10.848909,106.772243,14.8,60,light,clear,19.2,IoT_sensor,true,28.36,2024-04-08T16:00:00.000Z
FLD00258,2024-04-08T16:50:54.000Z,Nguyen Thi Thap,Quan 7,10.739768,106.715113,8.7,120,light,clear,20.6,user_report,true,42.089999999999996,2024-04-08T16:00:00.000Z
FLD00589,2024-04-08T19:58:03.000Z,Ma Lo,Binh Tan,10.763953,106.614404,22.0,30,moderate,slow,21.1,IoT_sensor,true,24.4,2024-04-08T19:00:00.000Z
FLD01863,2024-04-08T20:07:44.000Z,Hoa Binh,Tan Phu,10.804468,106.624083,13.6,240,light,clear,33.6,traffic_camera,true,81.52,2024-04-08T20:00:00.000Z
FLD00226,2024-04-10T06:32:02.000Z,Ung Van Khiem,Binh Thanh,10.811685,106.708901,10.1,90,light,clear,16.9,IoT_sensor,true,34.07,2024-04-10T06:00:00.000Z
FLD00008,2024-04-10T09:51:47.000Z,Quang Trung,Go Vap,10.836858,106.664134,20.2,90,moderate,slow,17.2,IoT_sensor,true,41.14,2024-04-10T09:00:00.000Z
FLD02254,2024-04-10T18:55:32.000Z,Kha Van Can,Thu Duc,10.849767,106.753506,24.6,120,moderate,slow,35.5,user_report,true,53.22,2024-04-10T18:00:00.000Z
FLD00593,2024-04-10T22:08:50.000Z,To Ky,Quan 12,10.867163,106.632818,24.0,30,moderate,slow,50.8,IoT_sensor,true,25.799999999999997,2024-04-10T22:00:00.000Z
FLD01329,2024-04-10T23:13:43.000Z,Le Van Viet,Thu Duc,10.843437,106.790382,10.0,30,light,clear,12.2,monitoring_station,true,16.0,2024-04-10T23:00:00.000Z
FLD00164,2024-04-12T00:13:31.000Z,An Duong Vuong,Quan 6,10.754533,106.644247,6.7,30,light,clear,11.0,IoT_sensor,true,13.69,2024-04-12T00:00:00.000Z
FLD00997,2024-04-12T19:29:56.000Z,Do Xuan Hop,Thu Duc,10.831627,106.784175,29.6,120,moderate,slow,38.7,IoT_sensor,true,56.72,2024-04-12T19:00:00.000Z
FLD01173,2024-04-12T23:12:51.000Z,Vo Van Ngan,Thu Duc,10.850574,106.773238,39.6,30,severe,blocked,88.4,monitoring_station,true,36.72,2024-04-12T23:00:00.000Z
FLD00336,2024-04-13T01:10:51.000Z,Kha Van Can,Thu Duc,10.851783,106.753757,5.0,30,light,clear,10.3,IoT_sensor,true,12.5,2024-04-13T01:00:00.000Z
FLD00628,2024-04-13T06:57:56.000Z,Ba Thang Hai,Quan 10,10.773942,106.669655,5.0,30,light,clear,7.8,monitoring_station,true,12.5,2024-04-13T06:00:00.000Z
FLD01099,2024-04-13T07:23:15.000Z,Lam Van Ben,Quan 7,10.719801,106.685122,40.3,60,severe,blocked,93.7,IoT_sensor,true,46.209999999999994,2024-04-13T07:00:00.000Z
FLD02379,2024-04-13T12:26:34.000Z,No Trang Long,Binh Thanh,10.817313,106.699452,16.6,90,moderate,slow,35.5,user_report,true,38.620000000000005,2024-04-13T12:00:00.000Z
FLD01126,2024-04-13T17:04:16.000Z,Quang Trung,Go Vap,10.837449,106.662685,16.4,90,moderate,slow,33.6,IoT_sensor,true,38.48,2024-04-13T17:00:00.000Z
FLD01350,2024-04-14T20:08:24.000Z,Ba Thang Hai,Quan 10,10.775323,106.668916,10.2,30,light,clear,22.4,monitoring_station,true,16.14,2024-04-14T20:00:00.000Z
FLD01663,2024-04-15T06:13:42.000Z,Tran Nao,Quan 2,10.784865,106.734855,11.2,240,light,clear,22.5,user_report,true,79.84,2024-04-15T06:00:00.000Z
FLD01612,2024-04-15T06:24:29.000Z,Xo Viet Nghe Tinh,Binh Thanh,10.808033,106.71171,5.5,180,light,clear,13.5,traffic_camera,true,57.85,2024-04-15T06:00:00.000Z
FLD01523,2024-04-15T07:58:33.000Z,Nguyen Huu Canh,Binh Thanh,10.789919,106.721043,5.0,180,light,clear,5.7,IoT_sensor,true,57.5,2024-04-15T07:00:00.000Z
FLD00343,2024-04-15T08:44:16.000Z,Nguyen Huu Canh,Binh Thanh,10.786821,106.721314,8.5,90,light,clear,17.8,monitoring_station,true,32.95,2024-04-15T08:00:00.000Z
FLD01246,2024-04-15T18:52:02.000Z,Da Nam,Quan 8,10.741593,106.674575,8.3,30,light,clear,19.2,IoT_sensor,true,14.81,2024-04-15T18:00:00.000Z
FLD02039,2024-04-17T01:46:13.000Z,Hoa Binh,Tan Phu,10.802967,106.620978,14.8,60,light,clear,12.3,IoT_sensor,true,28.36,2024-04-17T01:00:00.000Z
FLD02122,2024-04-17T02:13:14.000Z,Ta Quang Buu,Quan 8,10.745146,106.664625,5.0,90,light,clear,4.5,user_report,true,30.5,2024-04-17T02:00:00.000Z
FLD00791,2024-04-17T18:44:09.000Z,Ung Van Khiem,Binh Thanh,10.810027,106.712322,29.5,90,moderate,slow,56.3,IoT_sensor,true,47.65,2024-04-17T18:00:00.000Z
FLD01751,2024-04-18T08:04:11.000Z,Phan Huy Ich,Go Vap,10.827523,106.67392,12.0,60,light,clear,17.5,user_report,true,26.4,2024-04-18T08:00:00.000Z
FLD00502,2024-04-18T08:34:55.000Z,Nguyen Van Khoi,Go Vap,10.829553,106.692481,28.5,30,moderate,slow,43.7,IoT_sensor,true,28.95,2024-04-18T08:00:00.000Z
FLD00672,2024-04-19T01:51:41.000Z,Nguyen Huu Canh,Binh Thanh,10.788009,106.721227,80.1,60,severe,blocked,77.2,IoT_sensor,true,74.07,2024-04-19T01:00:00.000Z
FLD02298,2024-04-19T07:26:17.000Z,Vo Van Kiet,Quan 1,10.764246,106.697151,5.0,240,light,clear,9.3,IoT_sensor,true,75.5,2024-04-19T07:00:00.000Z
FLD02295,2024-04-19T12:24:21.000Z,Tran Nao,Quan 2,10.782471,106.738187,8.4,90,light,clear,11.4,IoT_sensor,true,32.88,2024-04-19T12:00:00.000Z
FLD01713,2024-04-19T13:19:54.000Z,Lam Van Ben,Quan 7,10.718535,106.684074,8.0,90,light,clear,13.8,IoT_sensor,true,32.6,2024-04-19T13:00:00.000Z
FLD01162,2024-04-19T16:15:57.000Z,Nguyen Anh Thu,Quan 12,10.875565,106.64532,13.7,60,light,clear,33.6,user_report,true,27.589999999999996,2024-04-19T16:00:00.000Z
FLD01573,2024-04-19T17:24:35.000Z,Hau Giang,Quan 6,10.747891,106.640307,26.4,90,moderate,slow,43.5,traffic_camera,true,45.48,2024-04-19T17:00:00.000Z
FLD00486,2024-04-19T20:25:29.000Z,Thoai Ngoc Hau,Tan Phu,10.786862,106.627179,5.0,60,light,clear,8.4,IoT_sensor,true,21.5,2024-04-19T20:00:00.000Z
FLD02112,2024-04-20T01:29:38.000Z,Nguyen Huu Canh,Binh Thanh,10.788472,106.720701,5.7,90,light,clear,6.4,user_report,true,30.99,2024-04-20T01:00:00.000Z
FLD01501,2024-04-20T17:38:18.000Z,An Duong Vuong,Quan 6,10.753304,106.645902,11.3,60,light,clear,23.5,IoT_sensor,true,25.91,2024-04-20T17:00:00.000Z
FLD01168,2024-04-20T20:00:45.000Z,Le Thi Rieng,Quan 12,10.859746,106.649114,16.1,30,moderate,slow,38.0,IoT_sensor,true,20.27,2024-04-20T20:00:00.000Z
FLD00276,2024-04-21T05:11:58.000Z,To Ky,Quan 12,10.865853,106.632763,9.5,180,light,clear,11.4,user_report,true,60.65,2024-04-21T05:00:00.000Z
FLD00880,2024-04-21T08:15:16.000Z,Nguyen Van Khoi,Go Vap,10.829755,106.693804,28.2,180,moderate,slow,53.8,IoT_sensor,true,73.74,2024-04-21T08:00:00.000Z
FLD02182,2024-04-21T12:34:53.000Z,CMT8,Quan 3,10.783001,106.679758,9.8,30,light,clear,8.4,IoT_sensor,true,15.86,2024-04-21T12:00:00.000Z
FLD00480,2024-04-21T16:01:49.000Z,Nguyen Huu Canh,Binh Thanh,10.789297,106.721703,5.5,180,light,clear,12.4,monitoring_station,true,57.85,2024-04-21T16:00:00.000Z
FLD00966,2024-04-21T17:21:01.000Z,Nguyen Van Khoi,Go Vap,10.827934,106.692161,8.0,30,light,clear,13.1,monitoring_station,true,14.6,2024-04-21T17:00:00.000Z
FLD00914,2024-04-21T17:32:34.000Z,Ma Lo,Binh Tan,10.765297,106.614122,11.7,60,light,clear,23.2,IoT_sensor,true,26.189999999999998,2024-04-21T17:00:00.000Z
FLD01434,2024-04-21T20:00:27.000Z,To Ky,Quan 12,10.865643,106.630659,31.1,90,severe,blocked,26.1,IoT_sensor,true,48.769999999999996,2024-04-21T20:00:00.000Z
FLD01267,2024-04-23T12:52:00.000Z,Vo Van Kiet,Quan 1,10.76199,106.698551,13.7,30,light,clear,20.7,user_report,true,18.589999999999996,2024-04-23T12:00:00.000Z
FLD00148,2024-04-23T13:47:33.000Z,Nguyen Anh Thu,Quan 12,10.8786,106.644486,11.5,60,light,clear,14.5,user_report,true,26.049999999999997,2024-04-23T13:00:00.000Z
FLD01873,2024-04-23T19:19:38.000Z,Vo Van Ngan,Thu Duc,10.851991,106.771901,6.3,120,light,clear,6.0,monitoring_station,true,40.41,2024-04-23T19:00:00.000Z
FLD00327,2024-04-23T20:35:31.000Z,No Trang Long,Binh Thanh,10.81676,106.696175,8.3,30,light,clear,20.6,IoT_sensor,true,14.81,2024-04-23T20:00:00.000Z
FLD00943,2024-04-23T23:41:12.000Z,Nguyen Anh Thu,Quan 12,10.876328,106.646227,26.4,180,moderate,slow,57.0,IoT_sensor,true,72.47999999999999,2024-04-23T23:00:00.000Z
FLD01133,2024-04-24T04:02:35.000Z,Quang Trung,Go Vap,10.839078,106.664185,38.4,90,severe,blocked,83.5,user_report,true,53.879999999999995,2024-04-24T04:00:00.000Z
FLD00230,2024-04-24T20:23:09.000Z,Ta Quang Buu,Quan 8,10.744518,106.665938,5.0,180,light,clear,12.3,user_report,true,57.5,2024-04-24T20:00:00.000Z
FLD01850,2024-04-25T21:21:52.000Z,Lam Van Ben,Quan 7,10.717332,106.685007,26.3,60,moderate,slow,56.2,IoT_sensor,true,36.41,2024-04-25T21:00:00.000Z
FLD02016,2024-04-25T22:40:30.000Z,Le Thi Rieng,Quan 12,10.86007,106.646708,11.2,120,light,clear,25.5,monitoring_station,true,43.839999999999996,2024-04-25T22:00:00.000Z
FLD00985,2024-04-26T00:37:59.000Z,Linh Dong,Thu Duc,10.864114,106.766093,30.4,30,severe,blocked,29.0,user_report,true,30.279999999999998,2024-04-26T00:00:00.000Z
FLD01577,2024-04-26T20:23:12.000Z,Vo Van Ngan,Thu Duc,10.852245,106.772393,21.6,180,moderate,slow,24.3,monitoring_station,true,69.12,2024-04-26T20:00:00.000Z
FLD01001,2024-04-27T08:27:09.000Z,Ta Quang Buu,Quan 8,10.746059,106.663697,5.2,90,light,clear,8.1,IoT_sensor,true,30.64,2024-04-27T08:00:00.000Z
FLD02227,2024-04-27T08:55:31.000Z,Hoa Binh,Tan Phu,10.805078,106.623782,21.4,30,moderate,slow,40.0,IoT_sensor,true,23.979999999999997,2024-04-27T08:00:00.000Z
FLD01488,2024-04-27T15:40:38.000Z,CMT8,Quan 3,10.781065,106.68094,31.1,30,severe,blocked,73.3,IoT_sensor,true,30.77,2024-04-27T15:00:00.000Z
FLD01623,2024-04-28T02:08:22.000Z,Le Van Luong,Quan 7,10.735654,106.70677,15.9,240,moderate,slow,21.6,IoT_sensor,true,83.13,2024-04-28T02:00:00.000Z
FLD00151,2024-04-28T12:00:00.000Z,Le Dinh Can,Binh Tan,10.766355,106.597261,29.1,60,moderate,slow,24.5,monitoring_station,true,38.370000000000005,2024-04-28T12:00:00.000Z
FLD01688,2024-04-28T13:52:16.000Z,Nguyen Van Khoi,Go Vap,10.828859,106.691893,10.4,120,light,clear,10.0,traffic_camera,true,43.28,2024-04-28T13:00:00.000Z
FLD02025,2024-04-28T15:43:31.000Z,Le Van Viet,Thu Duc,10.846127,106.790496,5.0,30,light,clear,4.7,user_report,true,12.5,2024-04-28T15:00:00.000Z
FLD02315,2024-04-28T17:02:19.000Z,No Trang Long,Binh Thanh,10.81613,106.697123,16.6,240,moderate,slow,15.8,IoT_sensor,true,83.62,2024-04-28T17:00:00.000Z
FLD00882,2024-04-28T23:32:38.000Z,Ta Quang Buu,Quan 8,10.743171,106.663951,19.2,30,moderate,slow,22.4,IoT_sensor,true,22.439999999999998,2024-04-28T23:00:00.000Z
FLD02232,2024-04-29T09:35:36.000Z,Ba Thang Hai,Quan 10,10.775888,106.669659,26.0,60,moderate,slow,28.5,IoT_sensor,true,36.2,2024-04-29T09:00:00.000Z
