flood_id,timestamp,street,district,lat,lng,depth_cm,duration_min,flood_level,traffic_impact,rainfall_trigger_mm,source,verified
FLD01751,2024-04-18 01:04:11,Phan Huy Ich,Go Vap,10.827523,106.67392,12.0,60,light,clear,17.5,user_report,True
FLD00502,2024-04-18 01:34:55,Nguyen Van Khoi,Go Vap,10.829553,106.692481,28.5,30,moderate,slow,43.7,IoT_sensor,True
FLD00672,2024-04-18 18:51:41,Nguyen Huu Canh,Binh Thanh,10.788009,106.721227,80.1,60,severe,blocked,77.2,IoT_sensor,True
FLD02298,2024-04-19 00:26:17,Vo Van Kiet,Quan 1,10.764246,106.697151,5.0,240,light,clear,9.3,IoT_sensor,True
FLD02295,2024-04-19 05:24:21,Tran Nao,Quan 2,10.782471,106.738187,8.4,90,light,clear,11.4,IoT_sensor,True
FLD01713,2024-04-19 06:19:54,Lam Van Ben,Quan 7,10.718535,106.684074,8.0,90,light,clear,13.8,IoT_sensor,True
FLD01162,2024-04-19 09:15:57,Nguyen Anh Thu,Quan 12,10.875565,106.64532,13.7,60,light,clear,33.6,user_report,True
FLD01573,2024-04-19 10:24:35,Hau Giang,Quan 6,10.747891,106.640307,26.4,90,moderate,slow,43.5,traffic_camera,True
FLD00486,2024-04-19 13:25:29,Thoai Ngoc Hau,Tan Phu,10.786862,106.627179,5.0,60,light,clear,8.4,IoT_sensor,True
FLD02112,2024-04-19 18:29:38,Nguyen Huu Canh,Binh Thanh,10.788472,106.720701,5.7,90,light,clear,6.4,user_report,True
FLD02383,2024-04-19 20:45:16,Hau Giang,Quan 6,10.747835,106.640395,13.5,30,light,clear,22.2,user_report,False
FLD00560,2024-04-20 02:41:23,Pham Van Dong,Binh Thanh,10.817463,106.701103,18.8,180,moderate,slow,43.3,IoT_sensor,False
FLD01501,2024-04-20 10:38:18,An Duong Vuong,Quan 6,10.753304,106.645902,11.3,60,light,clear,23.5,IoT_sensor,True
FLD01168,2024-04-20 13:00:45,Le Thi Rieng,Quan 12,10.859746,106.649114,16.1,30,moderate,slow,38.0,IoT_sensor,True
FLD00276,2024-04-20 22:11:58,To Ky,Quan 12,10.865853,106.632763,9.5,180,light,clear,11.4,user_report,True
FLD00846,2024-04-21 00:55:00,Tran Nao,Quan 2,10.782675,106.737239,26.0,90,moderate,slow,38.6,IoT_sensor,False
FLD00880,2024-04-21 01:15:16,Nguyen Van Khoi,Go Vap,10.829755,106.693804,28.2,180,moderate,slow,53.8,IoT_sensor,True
FLD00472,2024-04-21 01:43:23,Pham Van Dong,Binh Thanh,10.816583,106.701283,24.9,60,moderate,slow,31.1,user_report,False
FLD02182,2024-04-21 05:34:53,CMT8,Quan 3,10.783001,106.679758,9.8,30,light,clear,8.4,IoT_sensor,True
FLD00480,2024-04-21 09:01:49,Nguyen Huu Canh,Binh Thanh,10.789297,106.721703,5.5,180,light,clear,12.4,monitoring_station,True
FLD00966,2024-04-21 10:21:01,Nguyen Van Khoi,Go Vap,10.827934,106.692161,8.0,30,light,clear,13.1,monitoring_station,True
FLD00914,2024-04-21 10:32:34,Ma Lo,Binh Tan,10.765297,106.614122,11.7,60,light,clear,23.2,IoT_sensor,True
FLD01434,2024-04-21 13:00:27,To Ky,Quan 12,10.865643,106.630659,31.1,90,severe,blocked,26.1,IoT_sensor,True
FLD00724,2024-04-23 03:00:22,Nguyen Trai,Quan 5,10.757105,106.663342,5.0,120,light,clear,8.0,IoT_sensor,False
FLD01267,2024-04-23 05:52:00,Vo Van Kiet,Quan 1,10.76199,106.698551,13.7,30,light,clear,20.7,user_report,True
FLD00148,2024-04-23 06:47:33,Nguyen Anh Thu,Quan 12,10.8786,106.644486,11.5,60,light,clear,14.5,user_report,True
FLD01873,2024-04-23 12:19:38,Vo Van Ngan,Thu Duc,10.851991,106.771901,6.3,120,light,clear,6.0,monitoring_station,True
FLD00327,2024-04-23 13:35:31,No Trang Long,Binh Thanh,10.81676,106.696175,8.3,30,light,clear,20.6,IoT_sensor,True
FLD00943,2024-04-23 16:41:12,Nguyen Anh Thu,Quan 12,10.876328,106.646227,26.4,180,moderate,slow,57.0,IoT_sensor,True
FLD01133,2024-04-23 21:02:35,Quang Trung,Go Vap,10.839078,106.664185,38.4,90,severe,blocked,83.5,user_report,True
FLD01702,2024-04-24 08:06:50,Le Van Luong,Quan 7,10.73576,106.704602,5.9,90,light,clear,5.5,IoT_sensor,False
FLD00230,2024-04-24 13:23:09,Ta Quang Buu,Quan 8,10.744518,106.665938,5.0,180,light,clear,12.3,user_report,True
FLD01850,2024-04-25 14:21:52,Lam Van Ben,Quan 7,10.717332,106.685007,26.3,60,moderate,slow,56.2,IoT_sensor,True
FLD02016,2024-04-25 15:40:30,Le Thi Rieng,Quan 12,10.86007,106.646708,11.2,120,light,clear,25.5,monitoring_station,True
FLD00985,2024-04-25 17:37:59,Linh Dong,Thu Duc,10.864114,106.766093,30.4,30,severe,blocked,29.0,user_report,True
FLD01679,2024-04-25 20:30:06,CMT8,Quan 3,10.781266,106.680174,81.7,30,severe,blocked,74.4,user_report,False
FLD00518,2024-04-26 05:59:51,Tan Ky Tan Quy,Binh Tan,10.788319,106.600832,28.4,90,moderate,slow,55.8,IoT_sensor,False
FLD01577,2024-04-26 13:23:12,Vo Van Ngan,Thu Duc,10.852245,106.772393,21.6,180,moderate,slow,24.3,monitoring_station,True
FLD01001,2024-04-27 01:27:09,Ta Quang Buu,Quan 8,10.746059,106.663697,5.2,90,light,clear,8.1,IoT_sensor,True
FLD02227,2024-04-27 01:55:31,Hoa Binh,Tan Phu,10.805078,106.623782,21.4,30,moderate,slow,40.0,IoT_sensor,True
FLD01488,2024-04-27 08:40:38,CMT8,Quan 3,10.781065,106.68094,31.1,30,severe,blocked,73.3,IoT_sensor,True
FLD01623,2024-04-27 19:08:22,Le Van Luong,Quan 7,10.735654,106.70677,15.9,240,moderate,slow,21.6,IoT_sensor,True
FLD01402,2024-04-27 22:50:57,Vo Van Kiet,Quan 1,10.763575,106.698836,14.9,60,light,clear,30.2,traffic_camera,False
FLD00151,2024-04-28 05:00:00,Le Dinh Can,Binh Tan,10.766355,106.597261,29.1,60,moderate,slow,24.5,monitoring_station,True
FLD01688,2024-04-28 06:52:16,Nguyen Van Khoi,Go Vap,10.828859,106.691893,10.4,120,light,clear,10.0,traffic_camera,True
FLD02025,2024-04-28 08:43:31,Le Van Viet,Thu Duc,10.846127,106.790496,5.0,30,light,clear,4.7,user_report,True
FLD02315,2024-04-28 10:02:19,No Trang Long,Binh Thanh,10.81613,106.697123,16.6,240,moderate,slow,15.8,IoT_sensor,True
FLD00882,2024-04-28 16:32:38,Ta Quang Buu,Quan 8,10.743171,106.663951,19.2,30,moderate,slow,22.4,IoT_sensor,True
FLD01186,2024-04-28 17:27:34,No Trang Long,Binh Thanh,10.813888,106.697213,11.0,180,light,clear,17.9,user_report,False
FLD01165,2024-04-28 19:31:52,An Duong Vuong,Quan 6,10.755045,106.643513,19.0,90,moderate,slow,17.4,IoT_sensor,False
FLD02232,2024-04-29 02:35:36,Ba Thang Hai,Quan 10,10.775888,106.669659,26.0,60,moderate,slow,28.5,IoT_sensor,True
FLD00448,2024-04-29 06:02:28,CMT8,Quan 3,10.78092,106.681062,40.6,90,severe,blocked,95.0,user_report,True
FLD01357,2024-04-29 07:57:10,Ba Thang Hai,Quan 10,10.773873,106.672442,5.7,120,light,clear,5.2,user_report,True
FLD00938,2024-04-30 13:20:07,An Duong Vuong,Quan 6,10.755955,106.642588,38.7,120,severe,blocked,52.1,IoT_sensor,True
FLD00249,2024-04-30 20:32:00,Le Dinh Can,Binh Tan,10.765687,106.594743,26.5,30,moderate,slow,37.8,IoT_sensor,True
FLD00853,2024-04-30 21:26:37,Ma Lo,Binh Tan,10.765392,106.615488,14.9,60,light,clear,36.3,IoT_sensor,False
FLD00473,2024-05-01 12:31:03,Nguyen Van Khoi,Go Vap,10.826622,106.693361,8.6,30,light,clear,19.3,user_report,True
FLD00039,2024-05-01 22:30:06,Vo Van Ngan,Thu Duc,10.84888,106.772465,21.1,120,moderate,slow,26.0,traffic_camera,True
FLD00697,2024-05-02 01:18:10,Vo Van Ngan,Thu Duc,10.848642,106.772909,5.0,60,light,clear,9.0,IoT_sensor,True
FLD00302,2024-05-02 01:56:27,Le Thi Rieng,Quan 12,10.863463,106.646549,9.0,30,light,clear,10.7,monitoring_station,True
FLD00034,2024-05-02 15:09:41,Nguyen Thi Thap,Quan 7,10.74293,106.715351,25.6,120,moderate,slow,43.8,IoT_sensor,True
FLD00341,2024-05-02 20:04:10,Pham Van Dong,Binh Thanh,10.819427,106.702294,11.5,60,light,clear,17.2,IoT_sensor,True
FLD01882,2024-05-02 21:28:00,Vo Van Ngan,Thu Duc,10.851883,106.773646,6.4,90,light,clear,15.8,IoT_sensor,False
FLD00951,2024-05-02 23:36:32,CMT8,Quan 3,10.782968,106.679488,20.9,60,moderate,slow,27.5,monitoring_station,True
FLD01484,2024-05-03 21:09:08,Linh Dong,Thu Duc,10.862595,106.764701,13.9,30,light,clear,13.3,IoT_sensor,True
FLD00684,2024-05-04 06:18:27,Nguyen Trai,Quan 5,10.754673,106.662516,19.4,60,moderate,slow,18.7,IoT_sensor,True
FLD00006,2024-05-04 07:07:17,Binh Long,Tan Phu,10.800648,106.616159,9.2,90,light,clear,10.5,IoT_sensor,True
FLD01830,2024-05-04 15:02:38,Le Dinh Can,Binh Tan,10.766415,106.597465,23.9,180,moderate,slow,50.9,user_report,False
FLD01988,2024-05-04 19:53:39,Nguyen Huu Canh,Binh Thanh,10.787719,106.721469,8.7,180,light,clear,9.2,traffic_camera,False
FLD00400,2024-05-05 01:00:52,Do Xuan Hop,Thu Duc,10.833253,106.781647,5.0,240,light,clear,11.5,monitoring_station,False
FLD01084,2024-05-05 01:16:32,Da Nam,Quan 8,10.74303,106.671651,19.8,90,moderate,slow,18.4,user_report,True
FLD02339,2024-05-05 07:56:34,Tran Xuan Soan,Quan 7,10.749875,106.700222,18.2,60,moderate,slow,23.1,monitoring_station,True
FLD01866,2024-05-05 14:26:14,Nguyen Anh Thu,Quan 12,10.877256,106.643341,15.2,60,moderate,slow,24.8,IoT_sensor,True
FLD00283,2024-05-05 15:53:37,Nguyen Van Khoi,Go Vap,10.83038,106.692192,14.7,60,light,clear,24.9,IoT_sensor,True
FLD00075,2024-05-05 22:02:31,Kinh Duong Vuong,Quan 6,10.744304,106.615881,79.2,60,severe,blocked,140.8,IoT_sensor,False
FLD01139,2024-05-06 09:51:11,Kinh Duong Vuong,Quan 6,10.742726,106.617053,41.2,240,severe,blocked,55.1,traffic_camera,True
FLD01413,2024-05-06 11:45:42,Xo Viet Nghe Tinh,Binh Thanh,10.805601,106.713393,15.9,60,moderate,slow,20.7,IoT_sensor,True
FLD01925,2024-05-06 15:20:05,Ba Thang Hai,Quan 10,10.773379,106.671861,30.0,30,severe,blocked,43.2,IoT_sensor,True
FLD00478,2024-05-07 05:22:46,Nguyen Van Qua,Quan 12,10.855355,106.664489,14.8,90,light,clear,29.2,user_report,True
FLD00150,2024-05-08 01:34:14,An Duong Vuong,Quan 6,10.75417,106.642974,15.3,240,moderate,slow,23.3,user_report,True
FLD00397,2024-05-08 19:29:04,Nguyen Thi Thap,Quan 7,10.740728,106.715283,29.9,120,moderate,slow,62.6,IoT_sensor,True
FLD01661,2024-05-08 23:46:35,Tran Xuan Soan,Quan 7,10.750976,106.69718,16.0,90,moderate,slow,21.6,user_report,False
FLD01097,2024-05-09 05:14:14,Nguyen Van Qua,Quan 12,10.855948,106.661201,25.6,30,moderate,slow,36.0,IoT_sensor,False
FLD00974,2024-05-09 20:59:12,Ta Quang Buu,Quan 8,10.742816,106.662912,19.6,60,moderate,slow,48.5,monitoring_station,True
FLD01123,2024-05-10 04:48:16,Xo Viet Nghe Tinh,Binh Thanh,10.806691,106.710805,9.3,180,light,clear,13.1,monitoring_station,True
FLD00529,2024-05-10 07:53:18,Ung Van Khiem,Binh Thanh,10.812015,106.712188,14.7,240,light,clear,35.1,IoT_sensor,True
FLD01269,2024-05-10 19:06:13,Nguyen Trai,Quan 5,10.757272,106.665839,40.9,30,severe,blocked,41.1,user_report,True
FLD00475,2024-05-10 19:48:58,Thoai Ngoc Hau,Tan Phu,10.785346,106.626668,26.0,240,moderate,slow,56.5,user_report,False
FLD01755,2024-05-10 20:44:00,Tran Nao,Quan 2,10.783216,106.738452,5.9,30,light,clear,11.9,traffic_camera,True
FLD01868,2024-05-11 05:38:11,Ba Thang Hai,Quan 10,10.775146,106.669713,16.7,90,moderate,slow,17.9,monitoring_station,False
FLD01154,2024-05-11 17:50:01,Tan Ky Tan Quy,Binh Tan,10.789233,106.604234,24.2,90,moderate,slow,25.3,user_report,True
FLD02243,2024-05-12 07:51:03,CMT8,Quan 3,10.782323,106.680112,14.4,90,light,clear,25.8,user_report,True
FLD00110,2024-05-12 12:44:54,Linh Dong,Thu Duc,10.86387,106.766678,24.9,30,moderate,slow,34.4,traffic_camera,True
FLD01194,2024-05-12 16:15:55,Nguyen Van Qua,Quan 12,10.853752,106.661561,25.1,60,moderate,slow,38.2,monitoring_station,True
FLD01553,2024-05-12 16:17:50,Pham The Hien,Quan 8,10.728729,106.684306,11.8,240,light,clear,21.5,traffic_camera,True
FLD02314,2024-05-13 19:25:26,Tran Nao,Quan 2,10.781819,106.737374,11.7,60,light,clear,12.7,IoT_sensor,True
FLD01063,2024-05-14 03:59:46,Nguyen Huu Canh,Binh Thanh,10.788618,106.721171,14.0,120,light,clear,26.2,IoT_sensor,True
FLD00128,2024-05-14 07:23:58,Tan Ky Tan Quy,Binh Tan,10.787076,106.604016,14.3,90,light,clear,23.4,monitoring_station,False
FLD01440,2024-05-14 23:09:56,Ta Quang Buu,Quan 8,10.745427,106.664834,28.6,90,moderate,slow,60.2,monitoring_station,True
FLD00780,2024-05-15 04:51:22,Da Nam,Quan 8,10.740849,106.673431,8.1,30,light,clear,20.1,user_report,False
FLD02247,2024-05-15 11:35:54,Kinh Duong Vuong,Quan 6,10.744822,106.616084,26.1,120,moderate,slow,38.9,IoT_sensor,True
FLD01743,2024-05-15 22:59:44,CMT8,Quan 3,10.783037,106.681523,11.9,30,light,clear,18.4,IoT_sensor,False
FLD01511,2024-05-15 23:12:55,Binh Long,Tan Phu,10.798298,106.61612,10.5,90,light,clear,15.9,IoT_sensor,True
FLD01703,2024-05-16 06:25:02,Hoa Binh,Tan Phu,10.803427,106.620561,14.1,120,light,clear,11.4,user_report,True
FLD00030,2024-05-16 09:29:59,Le Van Viet,Thu Duc,10.843462,106.787585,8.6,180,light,clear,11.0,IoT_sensor,True
FLD00340,2024-05-16 13:58:32,Binh Long,Tan Phu,10.79858,106.615891,25.5,60,moderate,slow,27.0,user_report,True
FLD01708,2024-05-16 17:00:28,Le Dinh Can,Binh Tan,10.76797,106.595596,11.0,60,light,clear,9.5,traffic_camera,True
FLD01855,2024-05-16 19:39:12,Vo Van Kiet,Quan 1,10.760903,106.699118,5.0,120,light,clear,7.2,traffic_camera,True
FLD00045,2024-05-16 20:13:46,Ba Thang Hai,Quan 10,10.772942,106.672488,9.8,60,light,clear,23.1,IoT_sensor,False
FLD02333,2024-05-17 04:07:58,Vo Van Kiet,Quan 1,10.761426,106.697656,9.4,90,light,clear,20.1,monitoring_station,False
FLD01349,2024-05-17 07:45:32,Nguyen Huu Canh,Binh Thanh,10.786226,106.721136,24.5,90,moderate,slow,25.9,monitoring_station,True
FLD01945,2024-05-17 16:37:56,Tan Ky Tan Quy,Binh Tan,10.788858,106.601889,19.0,120,moderate,slow,41.6,IoT_sensor,True
FLD01541,2024-05-18 00:27:02,An Duong Vuong,Quan 6,10.754599,106.643607,6.6,60,light,clear,15.3,IoT_sensor,False
FLD00003,2024-05-18 04:47:38,Pham The Hien,Quan 8,10.726279,106.683367,21.0,60,moderate,slow,48.7,traffic_camera,False
FLD01222,2024-05-18 09:46:42,Ung Van Khiem,Binh Thanh,10.813517,106.712374,11.1,60,light,clear,24.0,traffic_camera,True
FLD02152,2024-05-18 14:24:07,Ta Quang Buu,Quan 8,10.744056,106.666285,21.8,120,moderate,slow,33.6,user_report,True
FLD00988,2024-05-18 15:37:43,Thoai Ngoc Hau,Tan Phu,10.784979,106.627456,6.1,90,light,clear,7.4,monitoring_station,True
FLD01412,2024-05-18 18:05:39,Tam Binh,Thu Duc,10.862626,106.738553,8.6,60,light,clear,16.6,IoT_sensor,True
FLD00530,2024-05-18 21:55:29,Tan Ky Tan Quy,Binh Tan,10.789076,106.602089,14.1,90,light,clear,16.4,user_report,True
FLD02143,2024-05-19 02:53:51,To Ky,Quan 12,10.865618,106.630552,5.0,120,light,clear,4.4,user_report,True
FLD01259,2024-05-19 15:02:53,Kinh Duong Vuong,Quan 6,10.741642,106.614478,50.4,240,severe,blocked,75.9,IoT_sensor,True
FLD02021,2024-05-20 00:36:41,Do Xuan Hop,Thu Duc,10.831663,106.780764,38.4,30,severe,blocked,50.1,IoT_sensor,True
FLD01853,2024-05-20 01:25:56,Thoai Ngoc Hau,Tan Phu,10.786139,106.629683,29.5,60,moderate,slow,41.4,user_report,True
FLD02114,2024-05-21 18:04:19,Le Van Viet,Thu Duc,10.846948,106.790114,6.3,90,light,clear,12.7,monitoring_station,False
FLD00253,2024-05-22 02:47:56,No Trang Long,Binh Thanh,10.815725,106.696365,20.4,120,moderate,slow,46.5,monitoring_station,True
FLD01867,2024-05-22 06:05:42,No Trang Long,Binh Thanh,10.817219,106.699244,6.6,90,light,clear,12.7,IoT_sensor,True
FLD01953,2024-05-22 08:21:12,Linh Dong,Thu Duc,10.863176,106.767491,19.6,30,moderate,slow,29.1,traffic_camera,True
FLD01164,2024-05-22 15:39:15,Xo Viet Nghe Tinh,Binh Thanh,10.809397,106.709707,8.3,60,light,clear,9.4,IoT_sensor,False
FLD00958,2024-05-23 03:17:03,Vo Van Ngan,Thu Duc,10.848697,106.771209,21.7,90,moderate,slow,42.4,IoT_sensor,True
FLD00779,2024-05-23 04:32:31,An Duong Vuong,Quan 6,10.755373,106.643474,5.0,60,light,clear,12.3,IoT_sensor,True
FLD00421,2024-05-23 08:36:05,Thoai Ngoc Hau,Tan Phu,10.785896,106.629293,38.9,60,severe,blocked,94.6,traffic_camera,True
FLD02277,2024-05-23 17:03:52,Ma Lo,Binh Tan,10.761803,106.611968,31.6,90,severe,blocked,39.3,IoT_sensor,False
FLD00611,2024-05-24 15:52:15,Le Dinh Can,Binh Tan,10.765185,106.596527,29.0,240,moderate,slow,24.4,IoT_sensor,True
FLD00537,2024-05-24 15:54:59,Nguyen Van Qua,Quan 12,10.855461,106.661829,16.1,180,moderate,slow,21.1,user_report,True
FLD02022,2024-05-24 17:22:14,Vo Van Kiet,Quan 1,10.761921,106.699841,6.3,60,light,clear,6.1,IoT_sensor,True
FLD01999,2024-05-25 18:47:45,Tan Ky Tan Quy,Binh Tan,10.789934,106.601759,19.1,30,moderate,slow,36.0,IoT_sensor,True
FLD01674,2024-05-26 00:13:34,Da Nam,Quan 8,10.741999,106.673782,23.2,60,moderate,slow,53.6,IoT_sensor,True
FLD00747,2024-05-26 01:41:28,Kinh Duong Vuong,Quan 6,10.743196,106.615058,19.8,60,moderate,slow,29.9,IoT_sensor,True
FLD00193,2024-05-26 11:11:03,Nguyen Huu Canh,Binh Thanh,10.789543,106.720364,38.2,90,severe,blocked,86.8,IoT_sensor,False
FLD00642,2024-05-26 20:10:48,Ma Lo,Binh Tan,10.76185,106.615482,13.9,30,light,clear,24.1,user_report,False
FLD01531,2024-05-27 10:03:15,To Ky,Quan 12,10.867858,106.632313,5.4,60,light,clear,10.9,traffic_camera,True
FLD01172,2024-05-27 10:26:54,Da Nam,Quan 8,10.743213,106.671625,19.6,90,moderate,slow,46.5,user_report,True
FLD01034,2024-05-27 19:21:56,Vo Van Ngan,Thu Duc,10.849407,106.772241,5.0,120,light,clear,6.9,traffic_camera,True
FLD02087,2024-05-27 21:23:32,Kinh Duong Vuong,Quan 6,10.745184,106.616012,5.8,30,light,clear,13.1,traffic_camera,True
FLD01954,2024-05-28 02:23:50,Nguyen Huu Canh,Binh Thanh,10.788228,106.723143,5.3,30,light,clear,8.6,user_report,True
FLD01905,2024-05-28 03:57:35,Xo Viet Nghe Tinh,Binh Thanh,10.808015,106.710969,29.5,30,moderate,slow,67.4,IoT_sensor,True
FLD01351,2024-05-28 21:17:49,Le Van Luong,Quan 7,10.737377,106.703782,18.5,240,moderate,slow,34.6,IoT_sensor,True
FLD01560,2024-05-28 22:24:43,Vo Van Ngan,Thu Duc,10.849605,106.773972,10.2,120,light,clear,23.1,user_report,False
FLD00114,2024-05-29 08:56:32,Tran Nao,Quan 2,10.78414,106.73571,5.0,180,light,clear,12.4,user_report,True
FLD00755,2024-05-29 12:38:18,Do Xuan Hop,Thu Duc,10.834591,106.78126,9.3,90,light,clear,17.4,user_report,True
FLD02296,2024-05-29 22:59:32,Tan Ky Tan Quy,Binh Tan,10.790476,106.600543,81.9,60,severe,blocked,162.7,IoT_sensor,True
FLD02279,2024-05-30 07:21:48,Tran Nao,Quan 2,10.78424,106.738214,11.5,60,light,clear,28.0,IoT_sensor,False
FLD01161,2024-05-30 11:43:31,No Trang Long,Binh Thanh,10.814291,106.696988,5.0,60,light,clear,11.6,user_report,False
FLD01483,2024-05-30 12:06:37,Tan Ky Tan Quy,Binh Tan,10.789429,106.603446,26.1,90,moderate,slow,53.6,user_report,False
FLD01548,2024-05-30 16:42:47,To Ky,Quan 12,10.865808,106.632271,15.3,60,moderate,slow,23.0,monitoring_station,False
FLD01838,2024-05-30 19:26:49,Le Dinh Can,Binh Tan,10.766413,106.595418,31.7,60,severe,blocked,51.4,IoT_sensor,True
FLD00037,2024-05-30 22:11:40,Vo Van Kiet,Quan 1,10.76131,106.699279,21.2,60,moderate,slow,27.3,user_report,False
FLD00620,2024-05-31 04:00:40,Do Xuan Hop,Thu Duc,10.833038,106.781797,6.9,90,light,clear,14.3,monitoring_station,True
FLD00722,2024-05-31 06:50:58,Tran Xuan Soan,Quan 7,10.751846,106.700159,6.4,30,light,clear,10.3,IoT_sensor,True
FLD00982,2024-05-31 08:41:04,Le Dinh Can,Binh Tan,10.76505,106.595089,5.6,90,light,clear,11.1,IoT_sensor,True
FLD02074,2024-05-31 08:47:13,Lam Van Ben,Quan 7,10.720346,106.682594,20.2,180,moderate,slow,25.8,user_report,True
FLD00163,2024-05-31 10:15:59,Da Nam,Quan 8,10.741239,106.672415,25.2,30,moderate,slow,48.1,IoT_sensor,True
FLD00741,2024-05-31 13:08:53,Ta Quang Buu,Quan 8,10.74397,106.663783,10.9,120,light,clear,12.3,user_report,False
FLD02371,2024-05-31 17:56:30,Vo Van Kiet,Quan 1,10.764207,106.698173,11.5,60,light,clear,18.8,monitoring_station,True
FLD01210,2024-05-31 18:03:54,Nguyen Trai,Quan 5,10.757234,106.666348,8.2,60,light,clear,18.7,IoT_sensor,True
FLD00032,2024-06-01 11:42:45,Hau Giang,Quan 6,10.744697,106.638994,5.0,30,light,clear,8.9,IoT_sensor,True
FLD00104,2024-06-01 23:24:31,Kha Van Can,Thu Duc,10.852589,106.753327,20.9,60,moderate,slow,31.1,IoT_sensor,False
FLD02270,2024-06-02 04:22:21,Hau Giang,Quan 6,10.74601,106.637591,21.6,60,moderate,slow,49.0,user_report,False
FLD02354,2024-06-02 18:12:33,To Ky,Quan 12,10.86542,106.631334,16.0,180,moderate,slow,21.6,user_report,True
FLD00009,2024-06-02 20:51:27,Tran Nao,Quan 2,10.784636,106.737157,8.2,60,light,clear,15.8,IoT_sensor,True
FLD01822,2024-06-03 05:16:12,Thoai Ngoc Hau,Tan Phu,10.785698,106.627716,16.6,60,moderate,slow,29.0,monitoring_station,True
FLD00716,2024-06-03 10:23:54,Pham The Hien,Quan 8,10.726112,106.68426,15.0,180,moderate,slow,32.7,monitoring_station,True
FLD00334,2024-06-03 11:01:34,Nguyen Van Khoi,Go Vap,10.829598,106.69386,6.3,90,light,clear,13.0,IoT_sensor,True
FLD01854,2024-06-03 18:28:17,An Duong Vuong,Quan 6,10.753099,106.645973,10.0,90,light,clear,21.5,IoT_sensor,True
FLD00719,2024-06-04 00:42:28,Kinh Duong Vuong,Quan 6,10.745467,106.615774,10.9,240,light,clear,16.2,monitoring_station,True
FLD00277,2024-06-04 02:13:47,Linh Dong,Thu Duc,10.862704,106.767193,26.2,30,moderate,slow,63.7,user_report,True
FLD01433,2024-06-04 03:44:16,Nguyen Thi Thap,Quan 7,10.742643,106.717317,10.3,120,light,clear,12.5,IoT_sensor,False
FLD00945,2024-06-04 07:49:55,Kinh Duong Vuong,Quan 6,10.745285,106.616941,5.4,90,light,clear,9.5,IoT_sensor,True
FLD00520,2024-06-04 21:55:55,To Ky,Quan 12,10.868276,106.629686,18.6,30,moderate,slow,17.3,IoT_sensor,False
FLD01316,2024-06-05 08:06:17,Huynh Tan Phat,Quan 7,10.727204,106.720733,20.1,60,moderate,slow,42.4,user_report,True
FLD00972,2024-06-05 08:22:45,Huynh Tan Phat,Quan 7,10.728156,106.723656,15.8,120,moderate,slow,27.3,monitoring_station,False
FLD01602,2024-06-05 12:42:14,Hau Giang,Quan 6,10.748268,106.63836,24.7,30,moderate,slow,43.5,traffic_camera,True
FLD01421,2024-06-05 16:16:21,Hoa Binh,Tan Phu,10.803274,106.623027,24.1,90,moderate,slow,39.6,IoT_sensor,True
FLD02280,2024-06-05 17:07:00,Nguyen Van Khoi,Go Vap,10.828058,106.695476,13.8,60,light,clear,30.9,monitoring_station,True
FLD00875,2024-06-05 17:15:22,Ung Van Khiem,Binh Thanh,10.813109,106.712382,5.0,30,light,clear,5.1,user_report,True
FLD00900,2024-06-06 06:03:57,Nguyen Huu Canh,Binh Thanh,10.788995,106.722403,5.1,60,light,clear,5.8,traffic_camera,True
FLD01279,2024-06-06 18:24:35,Le Dinh Can,Binh Tan,10.765913,106.598444,9.1,240,light,clear,9.2,user_report,True
FLD01387,2024-06-06 23:06:42,Thoai Ngoc Hau,Tan Phu,10.78625,106.630022,18.3,120,moderate,slow,35.0,user_report,True
FLD00950,2024-06-06 23:39:20,Ma Lo,Binh Tan,10.764341,106.614667,16.0,90,moderate,slow,30.5,user_report,False
FLD01042,2024-06-07 01:29:24,Ba Thang Hai,Quan 10,10.774465,106.672212,78.7,60,severe,blocked,125.1,IoT_sensor,True
FLD00123,2024-06-07 05:26:10,Le Van Luong,Quan 7,10.737597,106.703963,5.0,60,light,clear,11.1,monitoring_station,True
FLD00038,2024-06-07 07:36:45,Nguyen Van Qua,Quan 12,10.85305,106.664336,5.5,30,light,clear,5.2,user_report,False
FLD01665,2024-06-07 17:50:30,Da Nam,Quan 8,10.740087,106.672226,26.4,60,moderate,slow,59.2,user_report,False
FLD00507,2024-06-07 19:58:30,Huynh Tan Phat,Quan 7,10.729754,106.721142,18.1,90,moderate,slow,21.9,traffic_camera,True
FLD00643,2024-06-08 01:51:12,Do Xuan Hop,Thu Duc,10.834747,106.782352,16.5,30,moderate,slow,37.9,user_report,False
FLD00977,2024-06-08 04:34:12,To Ky,Quan 12,10.86641,106.631901,31.4,60,severe,blocked,55.0,user_report,True
FLD02171,2024-06-08 08:02:36,Da Nam,Quan 8,10.74156,106.67377,20.9,90,moderate,slow,47.8,IoT_sensor,True
FLD00159,2024-06-08 10:19:08,Linh Dong,Thu Duc,10.866223,106.765949,9.6,30,light,clear,20.4,IoT_sensor,True
FLD00289,2024-06-08 17:52:40,Nguyen Huu Canh,Binh Thanh,10.787645,106.72217,11.7,30,light,clear,28.1,IoT_sensor,False
FLD01144,2024-06-08 18:38:20,Le Van Viet,Thu Duc,10.84398,106.789792,5.7,90,light,clear,10.2,IoT_sensor,False
